month,gx,gy,day_type,hour,avg_total_users,avg_users_under_10min,avg_users_10_30min,avg_users_over_30min,sex_1,sex_2,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_other,city_keelung,city_taipei,city_newtaipei,city_taoyuan,city_hsinchu_city,city_hsinchu_county,city_miaoli,city_taichung,city_changhua,city_nantou,city_yunlin,city_chiayi_city,city_chiayi_county,city_tainan,city_kaohsiung,city_pingtung,city_yilan,city_hualien,city_taitung,city_penghu,city_kinmen,city_lienchiang
202505,7166,7152,假日,8,137.3,104.1,20.7,12.5,50.36,49.64,1.23,3.18,4.24,4.8,5.06,7.19,10.4,11.36,9.5,43.04,77.43,4.39,7.95,1.9,0.61,0.41,0.34,1.45,0.49,0,0.62,0.16,0.42,0.84,1.3,0.15,1.04,0.07,0.18,0,0,0.25
202505,7166,7153,假日,8,37,17.5,8,11.5,50.28,49.72,1.77,4.04,3.17,3.69,4.25,9.06,11.13,9.6,12.28,40.99,70.62,3.57,8.61,1.96,1.3,0,0,3.92,0.74,0.23,2,0.24,0,2.95,3.3,0.29,0,0.26,0,0,0,0
202505,7167,7149,假日,8,86,11.6,33.3,41.1,48.63,51.37,1.18,2.7,5.39,7.6,5.24,7.88,9.51,9.92,10.23,40.35,75.25,4.82,9.87,2.38,0.66,0.76,0.32,1.64,0.53,0,0.27,0,0.14,0.75,1.11,0,1.08,0.27,0,0.12,0,0
202505,7167,7150,假日,8,548.7,422.8,101.7,24.2,52.02,47.98,1.45,3.15,5.58,6.58,6.14,7.78,9.21,10.32,10.24,39.54,75.67,5.62,10.06,2.73,0.52,0.77,0.17,0.91,0.44,0.09,0.21,0.04,0.07,0.39,1.03,0.07,0.81,0.11,0.12,0.02,0,0.15
202505,7167,7151,假日,8,127.1,94.9,22.5,9.7,51.76,48.24,1.77,3.36,5.91,5.7,5.92,7.06,8.88,10.81,8.98,41.62,74.28,5.63,10.98,2.47,0.67,0.83,0.31,0.92,0.85,0.19,0.2,0.16,0.07,0.1,0.72,0.24,0.76,0.32,0,0.2,0,0.08
202505,7168,7147,假日,8,21,1.2,7.7,12.1,44.41,55.59,1.5,0.53,3.2,5.97,3.64,10.84,11.54,9.12,9.76,43.89,81.13,4.49,8.29,2.47,0.43,0,0.67,0.85,0,0,0,0.32,0,0,1.34,0,0,0,0,0,0,0
202505,7168,7148,假日,8,134.4,87.8,24.1,22.5,50.15,49.85,1.51,2.84,4.65,5.45,5.41,6.82,8.48,11.23,9.75,43.85,73.34,5.98,11.66,2.23,0.58,1.03,0.21,0.88,0.44,0.09,0.07,0,0.23,0.85,0.83,0.17,1.02,0.22,0,0.18,0,0
202505,7168,7149,假日,8,178.4,130.7,28.7,19,53.23,46.77,1.49,3,4.24,5.33,6.12,6.77,10.31,10.79,10.79,41.15,70.22,5.76,13.07,3.07,0.57,0.74,0.12,1.17,0.9,0.13,0.21,0,0.28,0.39,1.21,0.2,1.48,0.17,0.07,0.12,0,0.07
202505,7169,7147,假日,8,61.3,42.9,9.8,8.6,49.66,50.34,1.18,2.3,4.92,7.65,6.59,7.53,9.61,10.5,10.76,38.95,68.98,6.23,13.55,3.75,0.49,0.93,0.17,1.23,1.08,0,0,0,0,1.25,0.94,0,0.52,0,0.36,0.16,0,0.37
202505,7169,7148,假日,8,29.8,14.6,6.6,8.6,47.08,52.92,2.32,2.72,3.59,3.92,8.7,7.48,7.95,11.21,12.45,39.65,71.07,4.81,12.1,3.42,0,1.42,0.42,1.17,1.49,0,0.34,0,0.43,0.71,0.77,0,0.67,0.32,0,0,0,0.85
202505,7165,7152,假日,9,26.5,1.2,8.7,16.6,46.86,53.14,0,2.27,3.38,5.96,5.61,11.67,13.29,11.05,9.45,37.31,80.81,3.48,6.6,3.57,0,0,0.42,1.46,0,0,0.57,0,0.76,1.22,0.76,0,0,0.33,0,0,0,0
202505,7165,7153,假日,9,206.5,125.9,36.1,44.5,50.26,49.74,1.11,2.27,5.83,5.36,4.59,8.27,11.09,10.88,10.22,40.38,72.77,5.81,9.41,3.45,1.09,0.84,0.48,1.75,0.43,0.11,0.16,0.05,0.23,0.69,1.23,0.04,0.72,0.2,0.15,0.09,0,0.15
202505,7165,7154,假日,9,232,157.8,37.8,36.4,51.6,48.4,1.12,2.41,4.76,5.11,5.53,6.54,8.43,8.91,12.5,44.69,69.55,6.48,8.67,3.87,0.88,1.24,0.58,3.29,0.69,0.33,0.42,0.06,0.12,1.39,0.98,0.31,0.45,0.39,0.14,0,0,0.1
202505,7166,7150,假日,9,41.8,4.2,16.6,21,45.36,54.64,1.86,3.65,6.08,5.15,5.74,8.09,8.27,12.36,6.8,42.01,74.75,5.55,8.55,4.5,0.29,0.79,0.51,1.39,0.61,0,0,0,0,1.2,1.09,0.24,0.28,0.26,0,0,0,0
202505,7166,7151,假日,9,120.6,92.9,15.5,12.2,49.57,50.43,2.14,4.69,5.6,6.97,7.04,8.44,8.89,10.58,9.25,36.38,72.5,6.59,10.67,2.96,0.87,0.59,0.46,1.04,0.47,0.19,0.39,0.07,0,0.27,0.82,0.19,1.21,0.34,0.18,0,0,0.1
202505,7166,7152,假日,9,173.7,132.2,28.4,13.1,48.79,51.21,1.3,3.36,5.34,5.92,5.91,8.09,9.58,10.14,10.21,40.16,72.32,6.76,9.63,3.06,0.86,0.63,0.43,1.38,0.64,0,0.18,0.05,0.11,0.5,1,0.28,1.55,0.27,0.22,0,0,0.05
202505,7166,7153,假日,9,52.9,25.9,12.9,14.1,48.38,51.62,1.21,5.58,2.86,3.43,4.23,5.08,11.6,10.41,11.73,43.87,61.96,6.4,9.84,5.27,1.67,1.72,0.66,3.44,1.17,1.07,0.94,0.61,0.19,1.54,2.42,0,0.81,0.16,0,0,0,0
202505,7167,7149,假日,9,108.4,15.8,44.9,47.7,45.17,54.83,0.71,3.84,6.36,5.9,6.81,6.79,8.94,8.66,11.74,40.26,72.33,7.09,9.73,3.33,0.75,0.92,0.84,1.14,0.51,0,0,0.18,0.19,0.79,0.77,0.23,1,0.2,0,0,0,0
202505,7167,7150,假日,9,663.2,507.3,128,27.9,50,50,1.19,3.28,6.24,6.62,5.87,7.39,9.63,10.78,10.07,38.91,72.29,7.35,9.91,2.93,0.78,0.88,0.57,1.28,0.39,0.1,0.16,0.1,0.09,0.48,0.8,0.08,1.14,0.48,0.1,0,0,0.07
202505,7167,7151,假日,9,170.4,127.4,30.5,12.5,50.25,49.75,1.83,4.22,6,5.63,5.73,6.58,8.39,8.91,11.75,40.97,71.03,6.26,10.33,3.08,1.21,1.15,0.36,1.68,0.42,0.36,0.24,0.17,0.07,0.4,0.81,0.15,1.32,0.48,0.42,0,0,0.06
202505,7168,7147,假日,9,27.9,1.8,10.6,15.5,48.27,51.73,0.32,1.53,2.56,3.3,2.07,9.76,11,7.39,9.52,52.56,76.12,5.92,10.66,1.81,0,1.13,0.43,1.1,0,0.29,0,0,0,0.43,1.67,0,0.42,0,0,0,0,0
202505,7168,7148,假日,9,157.4,99.3,28.7,29.4,46.06,53.94,0.8,3.65,5.59,4.87,5.3,7.7,9.4,9.36,9.28,44.05,72.09,6.41,10.66,3.5,0.46,0.94,0.45,1.29,0.35,0,0.07,0.06,0,0.66,0.99,0,0.89,0.93,0.21,0,0,0
202505,7168,7149,假日,9,211.9,151,35.7,25.2,51.85,48.15,1.18,3.5,5.51,4.64,5.27,6.75,12.28,10.75,11.35,38.77,67.44,6.94,12.72,3.23,0.53,1.15,0.88,1.14,0.92,0.05,0.12,0.05,0.19,0.52,1.15,0.19,2.13,0.4,0.15,0.06,0,0.05
202505,7169,7147,假日,9,74.5,52.1,12.2,10.2,46.25,53.75,1.26,2.55,4.57,7.01,7.87,7.02,9.54,7.98,9.21,42.99,68.05,8.04,12.87,3.27,1.32,1.28,0.34,2.3,0.13,0.12,0.24,0,0,0.74,0.52,0,0.26,0.16,0,0.13,0,0.11
202505,7169,7148,假日,9,32.9,14.1,8,10.8,44.73,55.27,2,2.69,3.67,5.49,7.12,8.21,7.6,11.49,10.76,40.98,72.24,4.95,8.77,3.5,1.06,1.22,0.4,1.98,1.27,0,0,0,0,0.86,1.24,0,1.03,0.43,0.71,0,0,0.33
202505,7165,7152,假日,10,32.4,2.3,11.4,18.7,42.52,57.48,0.83,3.47,6.46,4.32,6.08,10.94,12.7,9.61,11.64,33.95,81.32,6.42,6.89,1.84,0,0,0,1.13,0,0,0,0,0.66,0.33,1.12,0,0,0.29,0,0,0,0
202505,7165,7153,假日,10,259.3,161.5,47.3,50.5,48.47,51.53,1.17,2.54,4.99,6.54,6.52,8.09,10.93,11.1,10.35,37.77,68.52,6.56,11.62,4.06,1.32,0.6,0.58,2.03,0.42,0.08,0.51,0.07,0.17,0.84,1.2,0.12,0.55,0.38,0.16,0.09,0,0.09
202505,7165,7154,假日,10,284.6,189.8,52.2,42.6,47.55,52.45,1.28,2.87,5.63,5.8,5.5,8.06,9.45,9.92,10.8,40.69,66.45,7.12,11.08,4.87,0.63,1.04,0.59,2.8,0.55,0.17,0.61,0.26,0.1,1.26,1.08,0.14,0.76,0.18,0.19,0,0,0.05
202505,7166,7150,假日,10,47.2,5.4,18.7,23.1,43.57,56.43,1.09,4.48,5.32,6.76,6.14,8.58,8.76,10.94,9.56,38.39,72.85,5.87,10.99,3,0.23,0.92,0.25,2,0.21,0,0.27,0.23,0,0.9,0.9,0,0.7,0.46,0.23,0,0,0
202505,7166,7151,假日,10,126.3,92.9,21.1,12.3,47.36,52.64,2.24,4.11,8.17,6.71,7.1,9.11,8.75,10.02,11.25,32.56,70.99,7.18,10.43,3.13,0.82,0.99,0.75,1.1,0.59,0.07,0.55,0.26,0.31,0.67,1.26,0.11,0.56,0.15,0,0,0,0.07
202505,7166,7152,假日,10,193.6,148.3,31.1,14.2,46.84,53.16,1.72,3.66,5.27,5.52,6.42,8.4,9.05,9.21,10.31,40.44,68.32,6.94,12.65,3.8,1.05,0.85,0.55,1.41,0.55,0,0.5,0.06,0.31,0.57,1.25,0.17,0.44,0.26,0.25,0,0,0
202505,7166,7153,假日,10,70.7,35.8,17.6,17.3,49.78,50.22,1.3,2.84,4.43,5.61,7.16,6.62,10.42,9.85,10.68,41.1,56.28,8.6,14.72,4.56,2.84,0.88,0.69,2.86,0.86,0.12,0.89,1.15,0.27,1.72,2.39,0.15,0.29,0.29,0,0,0,0
202505,7167,7149,假日,10,131.9,18.6,53.6,59.7,44.12,55.88,1.58,4.04,6.2,6.67,6.35,8.73,8.63,10.34,11.21,36.27,69.45,8.46,11.79,3.2,1.01,0.91,0.58,0.96,0.25,0.07,0.07,0,0,0.91,1.06,0.09,0.61,0.32,0,0,0,0.1
202505,7167,7150,假日,10,748.7,578,139.2,31.5,49.8,50.2,1.48,3.35,6.79,7.04,6.19,7.79,9.07,10.6,10.36,37.33,69.38,7.42,11.8,3.48,0.92,0.8,0.31,1.59,0.19,0.19,0.2,0.12,0.13,0.64,1.3,0.15,0.6,0.35,0.21,0.04,0,0.14
202505,7167,7151,假日,10,185.6,137.8,32.3,15.5,48.09,51.91,0.97,4.43,7.17,5.65,6.78,6.99,9.36,9.65,9.85,39.15,69.6,7.16,11.64,3.12,0.71,1.01,0.21,1.56,0.16,0.23,0.23,0.39,0.05,0.7,1.47,0.08,0.88,0.28,0.22,0.18,0,0.12
202505,7168,7147,假日,10,31.4,2.5,11.9,17,48.29,51.71,1.47,1.73,4.26,5.51,4.99,9.52,9.03,7.87,10.29,45.33,74.41,5.05,9.88,2.54,0,0.64,0.37,2.19,0,0.24,0,0,0,0.51,1.75,0,1.63,0.77,0,0,0,0
202505,7168,7148,假日,10,187.8,114.2,40.8,32.8,50.82,49.18,1.21,3.25,5.76,5.83,6.73,7.96,10.92,10.11,8.68,39.55,72,5.45,13.02,2.38,0.69,0.85,0.48,1.44,0.28,0.13,0.11,0,0.07,0.58,1.15,0,0.9,0.32,0.11,0.05,0,0
202505,7168,7149,假日,10,268.5,191,47.7,29.8,52.18,47.82,1.26,3.4,6.11,5.49,6.72,8.21,10.85,10.67,9.27,38.04,65.91,7.07,14.59,2.92,1.31,0.73,0.34,2.01,0.49,0.37,0.35,0.24,0.22,0.7,1.42,0.1,0.47,0.41,0.28,0,0,0.06
202505,7169,7147,假日,10,82.6,59.8,11.8,11,51.19,48.81,1.74,3.46,7.34,7.38,6.68,8.98,7.47,8.53,8.17,40.23,66.99,6.11,13.63,4.01,1.33,1.38,0.42,2.32,1,0,0,0.12,0.11,0,1.52,0.13,0.24,0.15,0.11,0,0,0.24
202505,7169,7148,假日,10,33.9,13.6,8.4,11.9,47.92,52.08,1.95,4.42,3.16,5.79,6,9.07,8.34,11.01,9.43,40.83,68.55,8.48,11.33,3.65,2.37,1.1,0.67,0.59,0.34,0,0,0,0,0.74,0.72,0.3,0.16,0,0.3,0,0,0.33
202505,7165,7152,假日,11,42.1,2.5,15.1,24.5,46.77,53.23,1.06,1.56,7.4,4.67,6.79,10.92,12.47,10.46,8.59,36.08,73.21,5.82,13.5,1.69,0,0.25,0,1.23,0,0.23,0,0,0.53,1,1.01,0.32,0.51,0.47,0,0,0,0.26
202505,7165,7153,假日,11,358.1,226.4,68.2,63.5,47.83,52.17,1.26,2.8,5.65,7.06,7.41,9.23,10.44,10.65,10.53,34.98,65.04,7.63,13.7,4.09,1.16,1.21,0.48,2.2,0.28,0.12,0.23,0.16,0.15,0.84,1.39,0.06,0.75,0.21,0.1,0.15,0,0.03
202505,7165,7154,假日,11,352.7,234.4,63,55.3,48.06,51.94,1.33,2.83,5.91,5.64,7.36,8.19,10.23,10.88,10.48,37.15,66.19,7.85,12.51,4.39,1.03,0.94,0.38,1.78,0.68,0.13,0.09,0.48,0.13,0.83,1.13,0.27,0.63,0.27,0.1,0.1,0,0.02
202505,7166,7150,假日,11,61.2,9,26.7,25.5,45.73,54.27,0.81,4.15,6.19,6.76,8.59,7.24,8.39,12.01,9.22,36.62,64.61,9.31,14.89,3.39,0.36,1.39,0.21,1.45,0.34,0,0.4,0,0.14,0.93,0.74,0.16,0.69,0.69,0,0.15,0,0.16
202505,7166,7151,假日,11,155.9,118.3,25.4,12.2,49.53,50.47,2.28,5.05,7.64,6.27,7.68,8.66,10.35,8.56,10.55,32.96,63.12,9.8,13.88,4.47,1.26,0.49,0.52,1.98,0.62,0.22,0.2,0.23,0.21,0.63,1.26,0.21,0.51,0.2,0.13,0,0,0.06
202505,7166,7152,假日,11,237.7,185.4,36.3,16,49.16,50.84,1.54,3.47,5.6,5.58,6.66,8.31,10.66,10.3,10.81,37.08,65.44,9.14,14.17,3.8,0.88,0.74,0.57,1.55,0.49,0.17,0.13,0.04,0.23,0.39,1.13,0.12,0.46,0.28,0.17,0,0,0.09
202505,7166,7153,假日,11,90.6,44.7,27.7,18.2,48.67,51.33,2.28,4.01,5.95,5.46,6.01,8,10.51,10.63,11.85,35.29,55.09,9.65,16.15,6.21,2.34,1.18,0.24,3.34,0.56,0.39,0.49,0.22,0.15,1.69,0.97,0.55,0.63,0,0,0,0,0
202505,7167,7149,假日,11,168.4,24.3,71.8,72.3,44.62,55.38,1.89,3.69,7.14,6.27,6.86,9.11,9.8,9.38,9.52,36.34,63.32,9.86,14.05,3.98,1.35,0.85,0.32,1.94,0.4,0.13,0.2,0.3,0.19,0.49,1.06,0.27,0.67,0.45,0.12,0,0,0
202505,7167,7150,假日,11,910.2,707.4,166.3,36.5,50.8,49.2,1.68,3.8,6.35,7.31,6.99,8.41,10.61,10.67,10.01,34.17,63.72,9.36,14.4,4.08,0.76,1.01,0.69,1.92,0.4,0.13,0.14,0.15,0.1,0.66,1.08,0.16,0.7,0.24,0.13,0.04,0,0.11
202505,7167,7151,假日,11,228.8,168.3,43.5,17,50.02,49.98,1.48,3.13,7.48,6.98,6.47,6.82,10.1,9.63,11.19,36.73,63.59,10.02,13.38,3.36,0.72,0.92,0.35,2.37,0.33,0.28,0.32,0.47,0.28,0.56,1.26,0.35,0.77,0.44,0.04,0,0,0.1
202505,7168,7147,假日,11,36,1.8,14.7,19.5,47.47,52.53,1.25,3.39,6.2,7.11,5,10.19,8.09,8.09,9.41,41.26,70.61,4.88,14.33,3.31,1.22,1.12,0,1.97,0.26,0,0,0,0,0.45,0.31,0,0.94,0.59,0,0,0,0
202505,7168,7148,假日,11,231.8,146.2,48.2,37.4,49.12,50.88,1.53,3.42,5.9,6.02,6.51,7.24,12.49,8.76,9.52,38.61,64.13,7.44,15.27,3.98,0.83,1.2,0.32,2.23,0.43,0.04,0.24,0.2,0.06,0.46,1.12,0.14,1.58,0.23,0.13,0,0,0
202505,7168,7149,假日,11,353,259.5,58.6,34.9,51.36,48.64,1.28,3.49,5.94,6.72,7.71,7.7,11.02,10.31,9.83,36,61.51,8.44,14.9,4.03,0.98,0.94,0.59,2.35,0.54,0.33,0.56,0.29,0.21,0.61,1.23,0.29,1.43,0.42,0.12,0.07,0,0.13
202505,7169,7147,假日,11,106.2,76.8,17,12.4,45.25,54.75,1.4,4.39,5.53,5.78,7.05,6.36,10.74,9.94,9.06,39.76,60.26,8,17.66,4.32,0.58,1.33,0.34,3.01,0.1,0.21,0.11,0.29,0,0.54,1.63,0.2,0.79,0.17,0.19,0.09,0,0.1
202505,7169,7148,假日,11,42.4,18.5,9,14.9,45.22,54.78,2.15,4.64,7.11,5.36,7,7.43,9.82,12.04,8.5,35.96,65.8,9.43,12.69,4.01,0.56,1.7,0.44,0.6,0.23,0.56,0.33,0,0,1.78,0.67,0,0.2,0,0.47,0.33,0,0.2
202505,7165,7152,假日,12,48.4,2.6,17.7,28.1,46.72,53.28,1.77,1.88,7.15,6.94,5.99,9.34,7.68,10.06,9.52,39.67,70.77,6.41,14.86,2.35,0.2,0.2,0.46,0.46,0.24,0,0,0,0.2,1.19,0.89,0,1.15,0.22,0,0,0,0.42
202505,7165,7153,假日,12,369.6,213.4,75.6,80.6,48.28,51.72,1.84,3.25,5.97,6.96,8.1,9.66,11.19,10.13,10.09,32.81,67.54,6.23,14.81,3.92,0.83,1.05,0.2,1.6,0.3,0.17,0.11,0.07,0.22,0.6,1.04,0.13,0.58,0.32,0.15,0.05,0,0.06
202505,7165,7154,假日,12,369.1,224.6,69,75.5,48.5,51.5,1.91,3.81,5.9,6.27,7.18,9.12,11.48,10.97,10.27,33.09,64.36,7.3,14.59,4.46,0.95,1.14,0.56,1.77,0.55,0.14,0.25,0.28,0.18,0.75,1.19,0.17,0.73,0.16,0.15,0.07,0,0.14
202505,7166,7150,假日,12,65.3,8.9,27.5,28.9,44.07,55.93,1.7,4.47,7.47,6.38,7.05,7.54,10.14,11.08,7.71,36.47,64.07,10.65,13.5,3.18,0.37,1.42,0.49,0.99,0.27,0.33,0,0.18,0.12,0.64,0.96,0.15,1.17,1.07,0,0.14,0,0.15
202505,7166,7151,假日,12,154.6,114.7,25.4,14.5,50.21,49.79,2.91,5.4,8.43,9.14,7.19,7.57,9.17,10.56,9.04,30.59,62.63,10.72,14.18,4.54,1.08,0.72,0.14,1.77,0.63,0,0.28,0,0.13,0.43,0.94,0,1.19,0.29,0,0.21,0,0.07
202505,7166,7152,假日,12,240.8,184.7,37.4,18.7,48.16,51.84,1.56,4.06,6.58,5.5,7.24,8.3,10.5,10.4,9.21,36.65,66.18,9.62,12.78,3.38,1.1,1.04,0.38,1.52,0.5,0.31,0.12,0.18,0.21,0.48,0.77,0.12,0.43,0.54,0.08,0.19,0,0
202505,7166,7153,假日,12,93.5,41.9,28.7,22.9,43.44,56.56,2.57,3.4,7.4,5.14,5.64,7.79,11.38,11.25,10.6,34.82,58.12,8.74,15.92,5.77,0.94,1.48,0.31,1.89,0.76,0.43,0.22,0.15,0.15,1.1,1.33,0.33,1.31,0.46,0.48,0,0,0
202505,7167,7149,假日,12,191.6,28.8,82.9,79.9,46.49,53.51,2.16,3.96,7.02,8.04,7.07,9.4,10.82,9.64,8.93,32.96,60.94,11.11,14.65,4.37,1.09,1.25,0.36,1.43,0.31,0.18,0.21,0.24,0.29,0.73,0.89,0.23,0.9,0.39,0.26,0,0,0.05
202505,7167,7150,假日,12,902.9,686.3,170.7,45.9,51.17,48.83,1.95,4.31,7.23,7.07,7.53,8.22,11.02,11.07,9.73,31.86,62.49,9.54,14.68,4.26,0.96,1.33,0.33,1.88,0.43,0.1,0.24,0.08,0.11,0.53,1.1,0.13,1.01,0.36,0.19,0.08,0,0.1
202505,7167,7151,假日,12,229.5,170,38.8,20.7,50.61,49.39,1.85,3.63,6.38,7.12,7.07,9.33,9.17,10.84,9.31,35.32,62.37,9.72,15.12,4.31,1.01,1.35,0.55,1.51,0.27,0.17,0.09,0.04,0.09,0.61,1.08,0.04,1.02,0.18,0.09,0.19,0,0.06
202505,7168,7147,假日,12,41.3,2,16.5,22.8,46.22,53.78,2.16,4.16,5.7,6.33,6.11,9.8,10.22,8.53,6.54,40.46,64.04,5.91,16.45,5.48,1.38,1.2,0.84,1.74,0.28,0,0,0,0.34,0,0.3,0.34,0.82,0.21,0.36,0.28,0,0
202505,7168,7148,假日,12,240.8,142.1,52.7,46,51.56,48.44,2.36,4.1,6.57,7.42,5.62,7.26,11.26,9.37,9.99,36.05,63.4,8.6,14.6,4.18,1.04,1.04,0.35,2.02,0.37,0.12,0.26,0,0.05,0.79,1.31,0.24,1.04,0.22,0.29,0.08,0,0
202505,7168,7149,假日,12,353.6,252.9,60.7,40,51.97,48.03,1.36,3.8,7.57,6.84,7.15,8.33,11.03,10.19,9.42,34.32,58.36,8.52,16.51,5.39,1.18,1.6,0.46,2.67,0.81,0.36,0.3,0.1,0.27,0.58,1.05,0.19,0.86,0.36,0.14,0.03,0,0.15
202505,7169,7147,假日,12,105.5,78,15.8,11.7,47.04,52.96,2.12,5.36,7.08,7.27,7.15,8.1,11.31,8.48,9.08,34.05,59.67,7.87,16.38,5.1,1.73,1.59,0.3,1.89,0.77,0.09,0.23,0.3,0.12,0.32,1.31,0.16,1.19,0.32,0.22,0.09,0,0.1
202505,7169,7148,假日,12,44,19.4,9.4,15.2,45.28,54.72,2.59,5.64,6.77,4.33,7.06,8.39,10.77,10.2,5.33,38.93,60.06,8.69,15.73,3.5,1.94,1.96,1.01,1.9,0.86,0,0,0,0,0.44,1.73,0.3,0.44,0.3,0.3,0.29,0,0.2
202505,7165,7152,假日,13,55.9,3.6,21.6,30.7,41.94,58.06,1.51,2.97,6.27,7.24,5.74,8.38,10.27,12.77,9.85,34.99,68.45,8.01,13.91,3.1,0.63,0.24,0.19,1.26,0.17,0.45,0.14,0,0.33,0.51,0.85,0,0.41,0.77,0,0.19,0,0.38
202505,7165,7153,假日,13,378.7,208.9,77.7,92.1,46.47,53.53,1.57,3.72,7.16,6.53,7.43,9.73,11.38,10.02,10.75,31.7,63.06,9.51,15.18,4.27,0.9,1.26,0.32,1.5,0.58,0.29,0.19,0.19,0.21,0.45,0.89,0.06,0.65,0.23,0.14,0.06,0,0.03
202505,7165,7154,假日,13,392.2,228,82.5,81.7,47.89,52.11,2,3.99,7.28,7.12,7.03,9.12,10.85,10.74,9.69,32.17,61.31,9.61,14.51,5.55,0.96,1.2,0.38,1.91,0.65,0.17,0.06,0.13,0.15,0.53,0.95,0.19,1.1,0.24,0.17,0.03,0,0.14
202505,7166,7150,假日,13,69.8,6.4,34.7,28.7,43.54,56.46,2.23,4.19,7.24,7.84,4.96,6.87,11.27,12.17,11.61,31.64,63.21,9.35,14.17,5.35,0.77,1.83,0,1.52,0.35,0.31,0.18,0.29,0,0.64,0.92,0.16,0.64,0.32,0,0,0,0
202505,7166,7151,假日,13,157.7,114.7,27.2,15.8,52.16,47.84,1.88,3.69,6.96,7.25,8.34,9.97,9.86,10.93,10.29,30.82,62.67,10.76,15.5,4.32,0.81,0.55,0.2,1.41,0.68,0,0.15,0,0.21,0.38,0.84,0.15,0.83,0.18,0.22,0,0,0.08
202505,7166,7152,假日,13,235,177.3,39.9,17.8,49.51,50.49,1.71,4.26,5.14,7.45,7.36,8.71,10.32,10.41,9.31,35.33,64.44,9.19,14.04,4.16,0.92,1.61,0.22,1.77,0.27,0.05,0.33,0.06,0.26,0.63,0.72,0.13,0.65,0.38,0.19,0,0,0
202505,7166,7153,假日,13,97.9,40,32.9,25,44.81,55.19,2.23,3.68,6.54,5.8,7.15,8.22,11.58,11.08,10.26,33.46,60.63,10.23,15.12,5.14,1.25,0.72,0.53,2.38,0.49,0.11,0,0.19,0.09,0.52,0.76,0.11,0.41,0.4,0.44,0.16,0,0.2
202505,7167,7149,假日,13,196.2,26.7,83.5,86,45.16,54.84,2.65,4.4,7.4,7.56,7.17,10.04,11.26,9.66,8.6,31.27,57.02,10.8,16.59,5.72,1.05,1.4,0.51,2.6,0.05,0.27,0.19,0.1,0.28,0.82,0.61,0.21,1.01,0.32,0.29,0.04,0,0
202505,7167,7150,假日,13,845.3,636.4,162.5,46.4,50.63,49.37,2.04,4.36,6.78,7.39,7.55,8.57,11.58,10.7,9.21,31.83,61.22,10.01,15.38,4.39,0.87,1.19,0.32,2.05,0.39,0.22,0.26,0.12,0.13,0.74,1,0.14,0.81,0.3,0.22,0.04,0,0.14
202505,7167,7151,假日,13,226.1,163.8,40.3,22,51.11,48.89,1.94,3.72,6.18,6.46,8.67,8.75,9.51,10.02,9.21,35.52,59.88,11.03,15.14,5.07,0.76,1.38,0.36,2.27,0.14,0.22,0.2,0.19,0.24,0.61,1.04,0.09,0.7,0.23,0.31,0.05,0,0.06
202505,7168,7147,假日,13,39.9,2.6,13.7,23.6,43.7,56.3,4.21,4.18,4.83,7.18,4.77,9.31,7.81,9.65,6.72,41.35,66.45,7.39,14.23,4.86,0.82,2.33,0.27,1.14,0.33,0,0,0,0,0,0.5,0,1.12,0.23,0.33,0,0,0
202505,7168,7148,假日,13,232.5,132.2,51.7,48.6,49.02,50.98,2.89,4.63,7.02,6.74,7.46,7.67,10.71,9.26,10.51,33.1,61.12,8.31,16.01,4.5,1.34,1.4,0.29,2.52,0.32,0.16,0.29,0.17,0.05,0.62,1.37,0.1,0.72,0.39,0.18,0,0,0.13
202505,7168,7149,假日,13,325,225.7,57.5,41.8,52.08,47.92,2.05,3.83,7.54,7.12,7.36,9.63,11.35,10.2,9.56,31.35,57.83,9.75,16.98,5.04,1.45,1.09,0.41,2.58,0.4,0.37,0.32,0.1,0.15,0.61,1.02,0.19,0.94,0.29,0.22,0.03,0,0.19
202505,7169,7147,假日,13,91.9,66.7,12.7,12.5,45.78,54.22,2.81,4.32,5.14,7.76,6.38,9.34,10.01,9.87,9.64,34.73,64.16,7.54,15.1,4.33,0.77,1.5,0.25,2.23,0.24,0.16,0.1,0,0.13,0.4,1.29,0.23,1.02,0.26,0.09,0.1,0,0
202505,7169,7148,假日,13,43.5,16.4,12.2,14.9,48.09,51.91,3.98,6.14,6.06,5.76,6.58,7.79,9.75,10.25,8.88,34.81,58.77,8.82,15.28,4.52,1.79,2,0.48,3.46,0.45,0.29,0.48,0,0,0.58,1.23,0.52,1.01,0,0,0,0,0.17
202505,7165,7152,假日,14,58.3,3.8,23.6,30.9,42.51,57.49,1.98,2.48,5.93,7.29,7.13,7.12,11.7,11.59,9.31,35.46,66.1,9.69,14.3,3.77,0.53,0.99,0,0.98,0.16,0,0.31,0,0.49,0.16,1.22,0,0.43,0.35,0.2,0.16,0,0
202505,7165,7153,假日,14,378.5,207.1,81,90.4,47.22,52.78,1.55,3.58,7.73,6.28,7.58,9.51,11.48,10.45,10.78,31.03,63.84,8.96,15.29,4.07,1,1.18,0.28,1.86,0.56,0.06,0.09,0.11,0.12,0.61,0.73,0.26,0.59,0.16,0.08,0.11,0,0.02
