month,gx,gy,day_type,hour,avg_total_users,avg_users_under_10min,avg_users_10_30min,avg_users_over_30min,sex_1,sex_2,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_other,city_keelung,city_taipei,city_newtaipei,city_taoyuan,city_hsinchu_city,city_hsinchu_county,city_miaoli,city_taichung,city_changhua,city_nantou,city_yunlin,city_chiayi_city,city_chiayi_county,city_tainan,city_kaohsiung,city_pingtung,city_yilan,city_hualien,city_taitung,city_penghu,city_kinmen,city_lienchiang
202502,7165,7153,假日,11,326.75,198.63,65.75,62.38,51.6,48.4,1.32,3.3,5.86,5.72,6.82,8.91,9.83,9.25,11.3,37.69,67.42,8.64,13.65,3.05,0.92,0.76,0.33,1.2,0.54,0.07,0.16,0.04,0.15,0.43,1.07,0.15,0.83,0.29,0.13,0,0,0.14
202502,7165,7154,假日,11,294.38,193.25,54,47.13,46.73,53.27,1.19,3.27,5.72,5.72,5.95,7.3,10.47,10.36,9.31,40.7,68.2,7.62,13.71,3.29,0.66,1.07,0.21,1.25,0.4,0.08,0.13,0.09,0,0.52,1.51,0.29,0.56,0.14,0.04,0.08,0,0
202502,7166,7150,假日,11,53.5,5.25,24.88,23.38,48.71,51.29,1.02,2.72,6.62,9.89,4.38,9.18,8.49,10.53,9.82,37.34,66.42,9.85,17.16,0.5,0.82,0.55,0.3,1.01,0.61,0,0.33,0,0,0.14,0.88,0,1.44,0,0,0,0,0
202502,7166,7151,假日,11,138,98.88,24.75,14.38,49.64,50.36,2.39,3.2,6.57,8.36,6.86,7,9.99,10.79,9.23,35.62,67.46,8.99,13.22,3.76,0.85,0.46,0.51,1.04,0.71,0.21,0.41,0.06,0,0.64,0.83,0.06,0.18,0.2,0.13,0.15,0,0.11
202502,7166,7152,假日,11,232.5,177.13,40.25,15.13,51.35,48.65,1.24,2.75,5.46,6.61,5.94,6.26,9.12,9.09,8.99,44.54,64.64,10.84,14.22,3.64,0.77,0.45,0.26,1.2,0.89,0.07,0.08,0.15,0.16,0.32,1.05,0,0.54,0.23,0.19,0.04,0,0.19
202502,7166,7153,假日,11,78.5,30.25,27.25,21,49.1,50.9,0.7,3.19,5.21,5.93,5.73,6.69,7.66,9.34,11.1,44.45,71.04,9.59,11.29,3.55,0.64,0.12,0.12,1.17,0.2,0,0.2,0.2,0,0.36,0.64,0.12,0.25,0.27,0.12,0.12,0,0
202502,7167,7149,假日,11,159,21.88,74.88,62.25,47,53,0.83,2.31,6.46,6.51,5.98,8.03,10.26,9.05,9.6,40.96,63.43,9.7,16.74,3.52,0.64,0.67,0.42,1.4,0.4,0,0.08,0,0.25,0.19,0.95,0.18,0.87,0.31,0,0.07,0,0.11
202502,7167,7150,假日,11,751,565.38,149.63,36,49.98,50.02,1.18,3.32,6.2,7.3,7.14,8.25,9.56,10.63,9.24,37.18,65.8,9.48,13.88,3.47,0.66,0.84,0.49,1.43,0.57,0.07,0.13,0.09,0.04,0.42,1.18,0.12,0.77,0.22,0.11,0.1,0,0.08
202502,7167,7151,假日,11,211,155.75,39.25,16,48.89,51.11,1.1,2.47,6.46,7.14,7.7,8.53,10.03,8.78,9.62,38.18,62.69,11.6,13.67,4.42,0.4,1.24,0.36,1.7,0.23,0.24,0.31,0.1,0.15,0.74,0.6,0.19,0.73,0.27,0.15,0.04,0,0.12
202502,7168,7147,假日,11,44.5,2.5,21.25,20.75,43.04,56.96,1.5,4.46,6.84,8.01,4.17,8.26,7.55,9.4,7.89,41.93,57.85,7.44,18.46,4.1,1.19,1.18,0.96,3.52,1,0,0,0,0,1.41,2.08,0,0.24,0,0.25,0,0,0
202502,7168,7148,假日,11,249,158,55.88,35.13,49.43,50.57,0.94,2.85,5.11,5.85,6.55,8.48,9.36,9.58,8.95,42.33,65.43,9.66,13.61,3.52,0.62,0.84,0.58,0.95,0.51,0.08,0.16,0.14,0.15,0.63,1.26,0.11,1.07,0.19,0.17,0.14,0,0.21
202502,7168,7149,假日,11,284.75,210.13,48.88,25.75,51.97,48.03,1.08,3.13,5.43,7.21,5.67,9.5,10.22,8.94,10.08,38.74,61.28,9.88,16.41,3.38,1.09,1.18,0.48,1.14,0.96,0.08,0.19,0.04,0,0.59,1.64,0.08,0.82,0.2,0.24,0.07,0,0.18
202502,7169,7147,假日,11,101.75,74.75,16.13,10.88,47.81,52.19,0.96,4.87,5.96,6.27,7.29,7.06,8.45,8.4,8.93,41.81,62.51,9.62,14.15,3.49,0.96,0.91,0.28,1.63,0.88,0.28,0.09,0.29,0.19,0.34,2.24,0.18,1.19,0,0.2,0,0,0.16
202502,7169,7148,假日,11,43.88,18.13,12.5,13.25,48.61,51.39,0.45,0.51,5.68,5.11,6.56,10.48,10.36,9.24,10.82,40.79,66.26,9.14,15.34,4.06,0.23,0.48,0.81,0,0.23,0,0,0,0.33,0.72,0.97,0,0.95,0.47,0,0,0,0
202502,7165,7152,假日,12,47.25,4,18.75,24.5,47.21,52.79,1.64,1.43,8.11,7.31,4.71,10.92,9.16,8.65,9.53,38.55,70.87,7.4,11.57,4.59,1.56,0.42,0.31,1.02,0.67,0,0,0,0,0,0.28,0.28,0.5,0,0.31,0,0,0.22
202502,7165,7153,假日,12,344.13,191,71,82.13,47.9,52.1,1.73,3.63,5.96,6.9,6.65,9.41,10.7,10.77,10.56,33.68,66.35,8.31,14.56,3.71,1.06,0.77,0.23,1.78,0.31,0.11,0.1,0.08,0.07,0.51,0.76,0.07,0.6,0.39,0.11,0,0,0.11
202502,7165,7154,假日,12,339.88,206.5,67.63,65.75,46.4,53.6,1.41,2.94,5.94,6.19,6.17,8.21,10.79,10.76,10.21,37.39,65.35,8.79,15.27,3.59,0.58,1.02,0.45,1.54,0.66,0.03,0.32,0.03,0.08,0.33,0.83,0.12,0.49,0.17,0.11,0.13,0,0.12
202502,7166,7150,假日,12,56.75,6.25,26,24.5,44.11,55.89,2.47,2.54,6.11,7.56,3.63,8.52,12.46,8.31,10.12,38.28,64.34,11.72,14.27,2.43,1.45,0.9,0.13,1.07,0.13,0,0,0,0,0.38,1.19,0,1.49,0.25,0.25,0,0,0
202502,7166,7151,假日,12,138.5,99.25,23.38,15.88,48.24,51.76,1.63,4.06,6.24,7.02,7.04,9.93,10.71,11.05,8.88,33.43,68.51,10.29,11.6,3.25,0.79,0.93,0.24,1.14,0.44,0.33,0,0.07,0,0.16,1.12,0.11,0.52,0.19,0.16,0,0,0.08
202502,7166,7152,假日,12,244.38,182.5,43.13,18.75,50.64,49.36,2.02,3.97,5.87,7.09,5.79,8.25,10.28,10.67,9.29,36.78,61.79,9.91,14.23,4.36,0.94,0.38,0.29,2.29,1.07,0.12,0.28,0.15,0.06,0.57,1.59,0.25,0.66,0.48,0.26,0.13,0,0.18
202502,7166,7153,假日,12,87.38,35.5,26.5,25.38,44.17,55.83,1.23,4.37,5.44,7.33,5.5,7.91,11.88,10.84,10.19,35.32,63.65,11.6,13.95,4.64,0.7,0.63,0.11,1.06,0.17,0,0.17,0.25,0.33,0.53,0.96,0,0.92,0.19,0,0,0,0
202502,7167,7149,假日,12,172.75,25.5,75.5,71.75,45.81,54.19,1.31,2.56,6.01,7.76,6.31,7.94,10.47,10.01,10.63,37.01,59.27,10.33,16.9,3.87,1.5,1.27,0.18,1.36,0.7,0,0.21,0.05,0.05,0.43,1.44,0.22,1.09,0.74,0.13,0.05,0,0.08
202502,7167,7150,假日,12,768,586.25,141.63,40.13,50.89,49.11,1.24,3.72,5.94,7.61,7.39,8.78,10.56,10.49,11.26,33.01,64.72,9.76,13.95,4.12,0.85,0.77,0.3,1.71,0.49,0.13,0.14,0.07,0.05,0.43,0.81,0.17,0.94,0.32,0.03,0.13,0,0.06
202502,7167,7151,假日,12,224.88,164,40.63,20.25,50.15,49.85,1.53,3.49,6.1,7.63,6.07,9.13,9.98,10.15,9.76,36.15,59.86,10.39,16.15,5.06,1.25,0.76,0.28,2.02,0.69,0.16,0.16,0.05,0.08,0.58,0.9,0.15,0.31,0.42,0.06,0.28,0,0.3
202502,7168,7147,假日,12,47.25,4.13,22,21.13,48.82,51.18,2.06,4.78,4.64,6.81,3.94,11.58,7.25,10.59,7.88,40.45,55.47,9.57,20.85,3.44,1.07,1.3,0,1.28,0.3,0,0,0,0.24,0.52,2.42,0.67,1.33,0.88,0,0,0,0.36
202502,7168,7148,假日,12,253.25,155,55.13,43.13,49.27,50.73,1.21,3.06,5.11,6.55,6.39,8.7,9.75,9.59,11.31,38.32,62.97,9.89,14.62,4.27,0.89,0.39,0.29,1.92,0.48,0.22,0.16,0.2,0,0.65,1.28,0.15,1.04,0.29,0,0.1,0,0.11
202502,7168,7149,假日,12,289.38,209,52.5,27.88,50.11,49.89,1.1,3.2,6.8,6.75,6.43,9.4,10.84,9.03,11.34,35.12,60,8.69,17.05,5.18,1.04,0.85,0.44,1.42,1.12,0.16,0.25,0,0.21,0.56,1.56,0.19,0.88,0.05,0.11,0,0,0.11
202502,7169,7147,假日,12,99.25,72.13,16,11.13,48.33,51.67,1.56,4.03,4.81,5.98,6.77,8.82,11.49,13.49,7.76,35.27,62.45,9.89,15.59,3.65,0.94,0.33,0.57,2.35,0.33,0.49,0.1,0,0.11,0.3,1.91,0,0.69,0.29,0,0,0,0
202502,7169,7148,假日,12,47.5,23.13,10.88,13.5,49.13,50.87,0.85,3.61,4.79,6.03,6.26,11.5,9.51,9.74,9.08,38.63,64.87,9.73,13.15,6.33,0.52,0.23,0.33,1.22,0.31,0,0.22,0,0,0.56,0.87,0.28,0.81,0.57,0,0,0,0
202502,7165,7152,假日,13,54,2.88,22.13,29,43.75,56.25,1.37,3.17,5.65,6.9,6.2,9.29,9.27,8.58,11.74,37.83,68.79,8.57,12.06,3.85,1.59,0.97,0,1.36,0.29,0,0,0,0,0.24,0.67,0,1.31,0.3,0,0,0,0
202502,7165,7153,假日,13,379.25,206.75,78.5,94,47.03,52.97,1.67,3.76,6.21,6.88,7.36,9.74,11.36,10.64,9.85,32.54,64.66,8.32,16.09,3.6,1.05,0.71,0.21,1.19,0.43,0.08,0.18,0,0.06,0.37,1.29,0.09,1.02,0.25,0.12,0.12,0,0.16
202502,7165,7154,假日,13,372,218.5,78.5,75,47.16,52.84,1.63,4.36,6.62,5.85,6.99,8.76,11.73,9.48,9.62,34.96,64.18,7.87,15.62,4.27,0.89,1.35,0.32,1.25,0.58,0.17,0.33,0.04,0.1,0.57,0.96,0.13,0.78,0.36,0.15,0,0,0.04
202502,7166,7150,假日,13,63.38,6.25,30.25,26.88,48.96,51.04,1.97,3.05,6.04,7.98,4.71,8.21,12.34,10.11,11.15,34.46,63.97,12.01,12.52,4.31,0.4,0.82,0.33,1.62,0.17,0,0.47,0,0,0.55,1.16,0,1.22,0.3,0,0.15,0,0
202502,7166,7151,假日,13,143.5,102.38,23.5,17.63,48.63,51.37,2.1,4.17,8.09,6.51,6.05,8.82,9.81,11.64,10.57,32.25,62.48,7.94,15.65,4.98,0.96,0.89,0.38,1.6,0.51,0.48,0.27,0.19,0.14,0.97,0.76,0.07,0.68,0.57,0.24,0,0,0.09
202502,7166,7152,假日,13,244,181.13,40.75,22.13,47.96,52.04,1.88,3.79,6.43,6.79,5.78,7.59,10.06,10,9.9,37.76,61.23,9.47,17.03,3.82,0.74,1.11,0.75,1.4,0.62,0.23,0.25,0.26,0.09,0.55,0.88,0.09,1.06,0.21,0,0,0,0.16
202502,7166,7153,假日,13,100.88,36.5,37.13,27.25,46,54,1.03,3.48,5.61,6.74,6.47,7.34,10.9,11.02,9.47,37.95,59.18,8.62,19.13,5.75,1.09,1.28,0.3,0.93,0.12,0.28,0.32,0,0.24,0.54,0.82,0.14,0.49,0.1,0.1,0.1,0,0.33
202502,7167,7149,假日,13,191.5,24.25,89.38,77.88,45.85,54.15,1.74,2.82,4.96,7.79,7.48,9.67,11.37,9.04,10.69,34.44,58.98,11.08,16.05,4.72,1.29,0.89,0.58,1.23,0.39,0.06,0.23,0.11,0,0.38,1.9,0.14,1.09,0.45,0.12,0.05,0,0.28
202502,7167,7150,假日,13,788.5,595.63,143.25,49.63,50.65,49.35,1.7,3.85,6.19,6.66,7.34,9.38,10.73,10.53,10.68,32.95,61.56,10.07,15.69,4.05,1.05,0.86,0.56,1.47,0.75,0.25,0.18,0.11,0.16,0.44,1.16,0.13,0.85,0.27,0.11,0.06,0,0.17
202502,7167,7151,假日,13,218.88,156,42.75,20.13,51.28,48.72,1.92,4.82,6.44,6.36,8.01,9.5,9.71,9.65,9.29,34.3,57.56,10.74,17.9,4.55,0.88,0.85,0.43,1.55,0.84,0.24,0.55,0.15,0.4,0.26,1.23,0.17,1.33,0.17,0,0.05,0,0.07
202502,7168,7147,假日,13,45.75,4,21.5,20.25,49,51,2.93,4.94,3.36,6.76,4.28,10.3,10.1,8.91,11.31,37.11,57.7,8.02,19.68,5.01,0.85,0.49,0.77,0.81,0.63,0,0,0.36,0.22,0.22,3.09,0,0.83,0.6,0.36,0,0,0
202502,7168,7148,假日,13,246.75,145.63,56.88,44.25,47.25,52.75,1,3.63,6.45,6.32,6.82,7.54,10.3,8.46,10.11,39.38,61.37,9.12,15.36,5.34,0.92,0.82,0.27,1.55,0.81,0.04,0.16,0.22,0.06,0.46,1.7,0.05,1.09,0.4,0.13,0,0,0.06
202502,7168,7149,假日,13,297.5,209.38,58.25,29.88,51.07,48.93,1.37,3.76,6.75,6.74,6.59,8.97,11.98,9.64,9.75,34.46,60.15,9.34,15.84,4.71,0.92,1.14,0.51,1.43,0.79,0.16,0.2,0.21,0.31,0.45,1.68,0.14,1.44,0.24,0.1,0.04,0,0.07
202502,7169,7147,假日,13,90.75,64,15.25,11.5,50.79,49.21,1.32,3.42,5.88,6.11,6.59,9.39,11.47,10.34,8.85,36.63,60.7,8.11,17.13,3.81,1.42,0.37,0.75,2.37,1.14,0.27,0,0.14,0,0.76,1.52,0.18,0.82,0.13,0,0.15,0,0.25
202502,7169,7148,假日,13,43.88,17.25,12.38,14.25,45.63,54.37,0.92,1.06,7.12,5.78,6.39,11,8.55,11.07,11.44,36.67,60.6,12.19,15.54,5.08,0,1.16,0,0.64,1.08,0,0,0.32,0,0.26,0.83,0,1.38,0.64,0,0,0,0
202502,7165,7152,假日,14,56.38,4.5,25.13,26.75,43.25,56.75,0.77,4.74,5.7,6.12,5.32,9.15,10.28,9.89,10.66,37.37,67.64,8.69,14.11,2.59,1.76,1.08,0,1.23,0.37,0,0,0.21,0,0.5,0.37,0.21,0.92,0,0.17,0,0,0
202502,7165,7153,假日,14,396.75,213.63,86.88,96.25,47.03,52.97,1.71,3.74,6.87,7.3,6.38,8.72,12.05,9.82,10.26,33.14,63.26,9.19,15.21,4.37,0.87,0.9,0.27,1.46,0.44,0.08,0.03,0.09,0.12,0.69,1.3,0.12,0.97,0.3,0.11,0.09,0,0.11
202502,7165,7154,假日,14,394.75,230.5,85.38,78.88,46.69,53.31,1.65,3.77,7.1,6.58,6.42,8.31,12.44,9.21,10.5,34.02,61.67,9.46,15.45,4.66,1.04,0.83,0.51,1.15,0.65,0.15,0.17,0.14,0.16,0.48,1.18,0.31,1.24,0.28,0.18,0.05,0,0.16
202502,7166,7150,假日,14,68.88,7.13,34.88,26.88,46.63,53.37,1.68,2.34,6.42,7.85,6.49,9.72,12.83,9.43,11.1,32.13,65.71,8.87,14.75,4.2,0.25,1.37,0.38,0.99,0,0.14,0.3,0,0,0.43,1.48,0,0.39,0.46,0.29,0,0,0
202502,7166,7151,假日,14,142.63,99,25.88,17.75,47.92,52.08,1.49,3.8,5.45,8.05,7.23,8.61,10.89,10.94,10.41,33.13,62.01,11.17,14.76,4.66,0.87,0.7,0.84,1.01,0.18,0.25,0.26,0,0,0.67,1.42,0.08,0.57,0.23,0.19,0,0,0.06
202502,7166,7152,假日,14,260.63,192.25,50.13,18.25,47.95,52.05,1.58,3.83,5.41,6.33,6.48,8.8,10.44,8.81,8.64,39.69,56.79,13.21,16.04,5.36,1.27,1.33,0.37,1.48,0.26,0.04,0.44,0.13,0.03,0.5,0.87,0.18,1.12,0.25,0.2,0.12,0,0
202502,7166,7153,假日,14,103.38,37.75,39.75,25.88,47.23,52.77,1.82,3.42,4.65,6.35,8.31,7.63,11.47,9.32,10.89,36.14,59.24,10.66,18.67,4.26,1.15,0.75,0.36,1.4,0,0.09,0,0.41,0.14,0.38,0.83,0,0.61,0.35,0.27,0.29,0,0
202502,7167,7149,假日,14,208.38,25.75,99,83.63,44.41,55.59,1.08,3.56,6.27,7.37,7.42,9.98,11.36,9.99,9.31,33.65,57.9,10.89,18.98,4.49,1.26,1.12,0.5,1.11,0.55,0.05,0.15,0.06,0,0.28,1.35,0.06,0.72,0.29,0.06,0,0,0
202502,7167,7150,假日,14,763.63,563.63,149.88,50.13,50.13,49.87,1.9,3.95,6.11,7.22,7.15,9.36,11.3,10.48,9.29,33.24,59.81,11.28,16.19,5.04,0.88,1.05,0.34,1.14,0.27,0.24,0.2,0.08,0.09,0.5,1.16,0.2,0.93,0.24,0.06,0.06,0,0.15
202502,7167,7151,假日,14,219.13,155.88,44.38,18.88,50.68,49.32,1.47,3.28,6.55,6.65,5.82,9.16,10.68,10.3,10.7,35.39,56.51,11.65,18.69,5.26,0.66,0.7,1,0.85,0.52,0.21,0.41,0.04,0.16,0.32,0.97,0.06,0.81,0.55,0.22,0.05,0,0.11
202502,7168,7147,假日,14,46.25,3.38,21,21.88,46.17,53.83,2.02,4.35,4.3,7.09,6.69,11.96,9.7,7.2,9.66,37.04,58.85,10.93,18.42,3.79,0.58,0.38,0.52,1.18,0,0,0,0.33,0,0.47,2.41,0,0.56,0.58,0.66,0,0,0
202502,7168,7148,假日,14,256.88,150.75,60.13,46,47.22,52.78,1.27,2.81,5.38,6.62,6.54,9.48,10.26,10.02,9.7,37.92,59.46,11.58,16.24,4.21,0.9,1.49,0.38,1.43,0.26,0.29,0.2,0.09,0.1,0.47,1.45,0.06,0.52,0.56,0.04,0.17,0,0
202502,7168,7149,假日,14,330.88,234.88,64.25,31.75,51.79,48.21,2.09,3.54,5.87,7.02,7.74,10.34,10.99,11.35,8.9,32.15,56.81,10.68,17.39,5.15,0.89,1.21,0.78,2.01,0.47,0.27,0.12,0,0.09,0.7,1.29,0.13,1.32,0.49,0.07,0.05,0,0.08
202502,7169,7147,假日,14,93.88,64.38,17.63,11.88,44.75,55.25,1.01,3.06,5.76,6.73,5.72,8.13,10.24,10.52,8.42,40.41,60.71,10.44,18.13,3.01,0.67,0.72,0.59,1.6,0.59,0,0,0,0,0.35,2.25,0.12,0.37,0.24,0,0,0,0.21
202502,7169,7148,假日,14,45.5,18.5,11.63,15.38,45.3,54.7,1.6,2.9,7.33,5.96,6.74,5.49,9.04,10.31,8.99,41.65,67.16,9.95,13.72,2.34,0.27,2.05,0,1.12,0.33,0,0,0,0,0.64,0.73,0,0.81,0.56,0,0.31,0,0
202502,7165,7152,假日,15,56,4.25,21.88,29.88,44.03,55.97,1.01,3.38,6.12,5.84,6.31,12.04,12.67,8.85,8.31,35.48,66.98,8.83,16.12,2.13,0.78,1.04,0,0.48,0,0.35,0,0,0.24,0.86,0.85,0.35,0.49,0,0,0.35,0,0.15
202502,7165,7153,假日,15,387.38,205.25,86,96.13,47.17,52.83,1.99,4.15,7.61,7.9,6.08,9.19,12.04,10.96,10.23,29.86,63.23,9.45,15.97,3.72,0.89,0.96,0.24,1.49,0.57,0.08,0.08,0.19,0.1,0.36,1.1,0.1,0.86,0.36,0.13,0.06,0,0.06
202502,7165,7154,假日,15,380.88,213.25,88.75,78.88,45.79,54.21,1.5,4.98,6.21,7.29,7.2,9.94,11.57,10.09,9.6,31.63,60.88,8.47,16.76,5.51,1.1,1.06,0.22,1.38,0.31,0.11,0.29,0.11,0.07,0.62,1.2,0.12,0.95,0.4,0.18,0.06,0,0.09
202502,7166,7150,假日,15,69.25,7.13,33.63,28.5,43.07,56.93,1.74,4.35,7.6,7.76,7.5,10.3,10.98,9.12,9.51,31.14,66.05,8.74,14.3,3.89,0.32,1.6,0,1.83,0.14,0,0.22,0,0.2,0.46,1.31,0.14,0.14,0.66,0,0,0,0
202502,7166,7151,假日,15,137,92,27.5,17.5,52.83,47.17,2.73,4.39,6.48,7.47,6.67,9.78,10.55,10.83,8.66,32.44,59.82,11.03,16.12,4.62,0.94,0.84,0.39,1.21,0.5,0.11,0.07,0.16,0.25,0.77,1.32,0.18,1.23,0.07,0.12,0.12,0,0.07
202502,7166,7152,假日,15,241.13,174.63,47.13,19.38,49.11,50.89,1.43,3.61,6.85,5.96,5.89,10.12,10.49,8.83,10.53,36.29,53.4,13.04,19.61,4.47,1.23,1.25,0.26,1.5,0.53,0.32,0.54,0.17,0.21,0.57,0.94,0.44,1.09,0.11,0.13,0.08,0,0.03
202502,7166,7153,假日,15,105.13,36.75,40,28.38,43.19,56.81,1.92,3.55,6.34,9.26,7.13,8.9,10.24,11.02,8.76,32.88,58.14,11,17.55,4.49,0.56,0.64,0.36,1.1,0.43,0.1,0.2,0.13,0.2,1.06,1.08,0.34,1.46,0.38,0.13,0.1,0,0.39
202502,7167,7149,假日,15,204.13,24.13,91.13,88.88,43.83,56.17,1.62,3.26,6.53,7.72,7.92,8.11,11.66,9.02,10.07,34.09,57.92,11.04,18.89,4.48,0.83,1.7,0.22,1.61,0.39,0.07,0.09,0.12,0.04,0.12,1.11,0.2,0.79,0.26,0.05,0.05,0,0
202502,7167,7150,假日,15,721.75,525.5,148.13,48.13,49.92,50.08,1.42,4.2,6.55,8.18,7,9.24,10.13,9.8,9.7,33.77,58.85,11.8,15.13,4.69,1.16,1.06,0.4,1.37,0.38,0.21,0.34,0.13,0.21,0.5,1.37,0.3,1.38,0.27,0.14,0.12,0,0.09
202502,7167,7151,假日,15,213.88,150.5,45.63,17.75,49.46,50.54,1.78,3.35,6.93,6.56,7.57,9.57,10.43,9.73,10.57,33.51,53.52,13.01,19.02,5.03,1.15,1.21,0.49,1.31,0.5,0.12,0,0,0.28,0.52,1.3,0.26,1.55,0.28,0.21,0.12,0,0
202502,7168,7147,假日,15,47.25,2,22.25,23,43.16,56.84,2.38,4.32,3.39,7.92,6.8,9.16,10.6,10.5,8.12,36.81,54.97,14.53,16.02,4.52,2.03,1.1,0.53,0.54,0.29,0.34,0.31,0.29,0,0.25,2.46,0,0.5,0,0.77,0.25,0,0
202502,7168,7148,假日,15,277.63,161.88,69.13,46.63,48.7,51.3,1.13,2.85,5.99,8.68,6.84,10.54,11.33,9.24,8.95,34.45,59.56,11.18,16.29,4.13,0.89,1.39,0.37,1.38,0.17,0.3,0.23,0.05,0.21,0.46,1.51,0.15,1.11,0.27,0.12,0.04,0,0
202502,7168,7149,假日,15,329.5,238.38,58.75,32.38,50.93,49.07,1.09,3.78,6.2,7.74,6.46,9.44,11.22,11.29,10.85,31.93,56.62,11.04,17.84,5,1.19,1.34,0.21,1.52,0.41,0.15,0.15,0.06,0.22,0.42,1.54,0.21,1.5,0.26,0.04,0.09,0,0.08
202502,7169,7147,假日,15,95.75,64.38,18.13,13.25,48.7,51.3,1.89,3.34,6.04,7.35,6.81,8.36,7.46,9.93,9.15,39.67,60.46,10.91,17.13,4.31,1.55,0.57,0.25,1.45,0.32,0,0.12,0,0.37,0.21,0.52,0.22,0.72,0.56,0.24,0,0,0.09
202502,7169,7148,假日,15,47.63,20.38,11.63,15.63,45.16,54.84,0.72,1.99,6.06,7.06,6.1,7.26,11.32,9.74,12.74,37.01,66.42,9.36,14.87,2.08,1.6,1.16,0.82,1.67,0.51,0,0,0,0,0,0,0,0.49,0.82,0,0,0,0
202502,7165,7152,假日,16,59.75,3.38,27.88,28.5,47.06,52.94,1.78,2.83,6.02,6.56,5.61,12.88,9.76,10.12,9.51,34.93,67.34,10.75,13.93,2.81,0.73,1.19,0.39,0.56,0,0.13,0.13,0,0.23,0.3,0.45,0,1.04,0,0,0,0,0
202502,7165,7153,假日,16,418.75,230.38,94.5,93.88,48.55,51.45,2.04,4.76,7.06,7.65,6.93,9.32,11.49,10.69,10.37,29.68,62.95,9.58,15.85,3.57,1.12,1.11,0.37,1.08,0.34,0.11,0.25,0.1,0.11,0.46,1.48,0.17,0.75,0.17,0.13,0.06,0,0.22
202502,7165,7154,假日,16,430,256.75,94.75,78.5,48.48,51.52,2.11,4.74,6.55,7.7,6.85,9.63,12.13,9.85,9.72,30.72,58.82,9.81,18.52,4.87,1.14,0.85,0.23,1.26,0.25,0.19,0.31,0.06,0.26,0.47,1.21,0.14,0.86,0.16,0.13,0.22,0,0.19
202502,7166,7150,假日,16,72.25,7.75,35.38,29.13,45.24,54.76,1.86,4.13,7.12,8.27,8.86,9.12,10.95,9.85,10.08,29.76,61.42,11.5,17.68,2.76,0.79,0.22,0.19,0.92,0.17,0,0,0.11,0,1.19,1.3,0.11,0.7,0.81,0,0,0,0.11
202502,7166,7151,假日,16,148.38,103.38,26.75,18.25,50.37,49.63,2.44,3.74,8.28,8.18,6.15,8.93,9.97,10.34,10.29,31.67,60.69,13.25,15.07,3.12,0.27,0.71,1.19,1.21,0.32,0.32,0.06,0,0,0.31,1.67,0.19,1.12,0.42,0,0,0,0.06
202502,7166,7152,假日,16,270.75,196.75,56.38,17.63,46.33,53.67,1.89,4.67,6.23,7.15,7.18,8.45,11.22,10.86,9.15,33.19,56.79,12.05,19.08,4.31,0.9,0.58,0.21,1.5,0.33,0.23,0.18,0.13,0.15,0.64,1.28,0.22,0.76,0.4,0.05,0.05,0,0.11
202502,7166,7153,假日,16,100.75,37.75,38.88,24.13,45.89,54.11,1.63,4.41,6.5,8.54,7.97,7.72,9.55,9.99,10.96,32.72,59.51,10.94,16.54,4.31,0.4,0.92,0.68,2.34,0.4,0,0.44,0.37,0.1,1.07,0.74,0.07,0.77,0.26,0,0.13,0,0
202502,7167,7149,假日,16,205.5,25.38,95.88,84.25,44.12,55.88,1.79,3.87,6.76,8.37,7.9,8.65,9.74,10.2,9.54,33.19,58.48,10.18,19.13,3.34,0.99,1.04,0.49,1.69,0.28,0.1,0.15,0.18,0.21,0.43,1.49,0.39,0.84,0.32,0.06,0.06,0,0.11
202502,7167,7150,假日,16,826.75,629.63,154.63,42.5,49.9,50.1,1.82,4.75,6.92,7.31,7.46,9.15,10.74,9.87,10.2,31.78,60.95,11.37,16.08,3.68,0.86,0.89,0.39,1.59,0.31,0.2,0.18,0.09,0.12,0.5,0.92,0.29,0.98,0.22,0.14,0.08,0,0.11
202502,7167,7151,假日,16,240.25,174.88,47,18.38,49.6,50.4,1.81,3.96,6.87,6.68,6.46,9.2,12.05,10.34,8.93,33.7,57.58,12.45,17.15,4.12,0.58,0.69,0.47,1.89,0.4,0.29,0.21,0.13,0.21,0.48,1.3,0.11,0.9,0.47,0.14,0.23,0,0.15
202502,7168,7147,假日,16,48.5,2.5,23.63,22.38,47.93,52.07,1.69,4.62,3.8,7.82,6.7,9.68,11.26,8.85,9.8,35.78,57.13,11.67,18.19,4.31,0.95,0.49,0.21,1,0.26,0,0.54,0.27,0,0.54,2.57,0,0,0.21,1.16,0,0,0.24
202502,7168,7148,假日,16,275.13,168.5,63,43.63,49.3,50.7,1.07,4.15,6.58,6.8,6.58,8.76,11.05,9.96,9.34,35.7,59.98,11.05,16.77,3.59,0.88,0.8,0.44,1.8,0.48,0.24,0.31,0.1,0.11,0.65,1.3,0.12,0.7,0.25,0.1,0.19,0,0.11
202502,7168,7149,假日,16,338.88,250.13,59.13,29.63,50.23,49.77,1.61,4.14,6.46,7.62,6.07,8.87,11.18,10.95,9.64,33.45,60.55,10.77,16.23,4.58,0.9,0.93,0.56,1.29,0.22,0.31,0.24,0.08,0.04,0.35,1.56,0.24,0.51,0.26,0.09,0.13,0,0.09
